ts_utc,ticker,title,source,url,time_published,overall_sentiment_score,overall_sentiment_label,relevance_score,summary,topic
2026-03-07T11:24:44.361Z,NVDA,Nvidia sets $4 million target cash bonus for CEO Huang under fiscal 2027 plan,Reuters,https://www.reuters.com/business/nvidia-sets-4-million-cash-bonus-ceo-huang-under-2027-compensation-plan-2026-03-06/,20260306T215056,0.311717,Somewhat-Bullish,1.000000,"Nvidia has established a new variable compensation plan for fiscal year 2027, setting a target cash bonus of $4 million for CEO Jensen Huang. This plan, approved on March 2, links executive cash bonuses to achieving specific revenue goals for the fiscal year ending January 31, 2027. Huang's total compensation for 2025 was $49.9 million, primarily from stock awards.",earnings|technology
2026-03-07T11:24:44.361Z,NVDA,"NVIDIA, Coherent strike multiyear optics agreement",Engineering.com,https://www.engineering.com/nvidia-coherent-strike-multiyear-optics-agreement/,20260306T095141,0.441614,Bullish,1.000000,"NVIDIA and Coherent Corp. have entered a multiyear strategic agreement to advance optics technologies for next-generation AI infrastructure. NVIDIA will invest $2 billion in Coherent to expand R&D, operations, and U.S. manufacturing capabilities for advanced laser and optical networking products. This partnership aims to leverage NVIDIA's AI leadership and Coherent's optical expertise to enable ultrahigh-bandwidth, energy-efficient connectivity across AI factories.",technology|manufacturing|mergers_and_acquisitions
2026-03-07T11:24:44.362Z,NVDA,"Nvidia CEO Jensen Huang says it may not invest further in OpenAI, Anthropic with IPOs on the horizon",Notebookcheck,https://www.notebookcheck.net/Nvidia-CEO-Jensen-Huang-says-it-may-not-invest-further-in-OpenAI-Anthropic-with-IPOs-on-the-horizon.1242682.0.html,20260305T135048,0.108500,Neutral,1.000000,"Nvidia CEO Jensen Huang indicated the company might reduce its investments in OpenAI and Anthropic as both AI firms prepare for potential IPOs. This marks a potential shift in Nvidia's role as a major financial backer in the AI ecosystem, especially as OpenAI reportedly targets a $1 trillion IPO. Nvidia has a history of diverse AI investments but is now signaling reluctance for further large-scale funding in these specific partners.",technology|ipo|financial_markets|earnings
2026-03-07T11:24:44.362Z,NVDA,Nvidia pulls the plug on China H200 production as Vera Rubin takes priority,Proactive financial news,https://www.proactiveinvestors.com/companies/news/1088388/nvidia-pulls-the-plug_on-china-h200-production-as-vera-rubin-takes-priority-1088388.html,20260305T105048,0.435495,Bullish,1.000000,"Nvidia has reportedly ceased production of H200 chips for China, redirecting manufacturing capacity to its next-generation Vera Rubin platform. This strategic shift follows Washington's regulatory pressures and Nvidia's decision to not factor Chinese data center revenue into its forward guidance, prioritizing the more lucrative and less restricted Western markets for its advanced AI chips. The move highlights the impact of US export controls on the AI supply chain, widening the technological gap for China while ensuring Nvidia focuses on confirmed orders for its latest platforms.",earnings|technology|economy_fiscal|financial_markets|manufacturing
2026-03-07T11:24:44.362Z,NVDA,US reportedly mulls capping Nvidia H200 sales to Chinese buyers; move shows rising anxiety over lack of sales: expert,Global Times,https://www.globaltimes.cn/page/202603/1356198.shtml,20260303T172300,-0.413304,Bearish,1.000000,"The US is reportedly considering capping Nvidia H200 AI accelerator sales to individual Chinese companies at 75,000 units, a move interpreted by a Chinese expert as ""hunger marketing"" driven by anxiety over poor sales in China despite eased export restrictions. This tactic aims to contain China's technological growth while still profiting from its market, but analysts believe such restrictions will not hinder China's domestic chip industry development. Furthermore, frequent US policy changes create supply chain security risks deterring Chinese buyers.",technology|economy_fiscal
2026-03-07T11:24:44.362Z,NVDA,What Nvidia’s Surprising Stock Dip Says About Market Sentiment,Morningstar,https://www.morningstar.com/stocks/what-nvidias-surprising-stock-dip-says-about-market-sentiment,20260302T235041,0.465406,Bullish,1.000000,"Nvidia's stock experienced a surprising 9% dip after reporting stellar earnings and strong guidance, indicating the market is now focusing on the company's long-term growth prospects rather than short-term results. Despite the sell-off, Morningstar maintains a $240 fair value estimate, rating Nvidia as a 4-star stock trading at a 26% discount, making it currently attractive to investors.",earnings|financial_markets|technology|economy_macro
2026-03-07T11:24:44.362Z,NVDA,"US Considers Capping Nvidia H200 Chips at 75,000 per Chinese Customer",Bloomberg.com,https://www.bloomberg.com/news/articles/2026-03-02/us-mulls-capping-nvidia-h200-sales-at-75-000-per-chinese-customer,20260302T215041,-0.341182,Somewhat-Bearish,1.000000,"US officials are reportedly considering implementing a cap of 75,000 on the number of Nvidia H200 AI accelerators that any single Chinese company can purchase. This move would further restrict Nvidia's access to the Chinese market and would also apply to comparable chips from Advanced Micro Devices, such as the MI325. The proposed caps aim to control the flow of powerful AI technology to Chinese firms amidst ongoing geopolitical tensions.",technology
2026-03-07T11:24:44.362Z,NVDA,Nvidia's stock is stuck. Morgan Stanley says it's time to buy again,CNBC,https://www.cnbc.com/2026/03/02/nvidias-stock-is-stuck-morgan-stanley-says-its-time-to-buy-again.html,20260302T163258,0.421234,Bullish,1.000000,"Morgan Stanley has reinstated its ""overweight"" rating on Nvidia, naming it the top semiconductor pick with a $260 price target, suggesting a 47% upside. Despite Nvidia's stock experiencing a recent dip of about 3% in 2026, the investment bank believes the AI chipmaker is at an ""attractive entry point."" Analyst Joseph Moore dismisses concerns about market share and sustainability, citing persistent demand for AI chips and Nvidia's strong product roadmap.",financial_markets|technology
2026-03-07T11:24:44.362Z,NVDA,Nvidia to invest $4 billion in two photonics companies,CNBC,https://www.cnbc.com/2026/03/02/nvidia-investment-coherent-lumentum.html,20260302T135041,0.424100,Bullish,1.000000,"Nvidia plans to invest a combined $4 billion into two photonics companies, Coherent and Lumentum, with each receiving $2 billion. This strategic investment aims to bolster research pipelines and supply chains for AI infrastructure development. Both companies specialize in optics technology, which is crucial for functions like sensing and data transfer in AI, cloud computing, and next-generation communications.",mergers_and_acquisitions|technology
2026-03-07T11:24:44.362Z,NVDA,NVIDIA and Coherent Announce Strategic Partnership to Develop Optics Technology to Scale Next-Generation Data Center Architecture,NVIDIA Newsroom,http://nvidianews.nvidia.com/news/nvidia-and-coherent-announce-strategic-partnership-to-develop-optics-technology-to-scale-next-generation-data-center-architecture,20260302T125041,0.493090,Bullish,1.000000,"NVIDIA and Coherent Corp. have announced a multiyear strategic agreement to advance optical technologies for next-generation AI infrastructure. The partnership involves an NVIDIA multibillion-dollar purchase commitment for advanced laser and optical networking products, along with a $2 billion investment by NVIDIA in Coherent. This collaboration aims to scale AI factories by developing ultrahigh-bandwidth, energy-efficient optical interconnects and advanced package integration.",technology|mergers_and_acquisitions
